Opp ID,Opp Name,Type,Stage,Product Flag,CRM Region,Close Date,Start Date,Created Date,Qualified Date,Net New ACV (USD),Opp Owner,Account Owner,Week Start,Days from Qualified,Type,Reporting Region,Reporting Manager,Deal Type
1415,OPP - 1415 - Upsell,Upsell,Closed Won,Core,AMER,04/07/2025,04/07/2025,04/07/2025,04/07/2025,288,REP 13,REP 13,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1416,OPP - 1416 - Upsell,Upsell,Closed Won,Core,AMER,04/09/2025,04/09/2025,04/09/2025,04/09/2025,288,REP 13,REP 13,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1433,OPP - 1433 - Upsell,Upsell,Closed Won,Core,AMER,04/02/2025,04/02/2025,04/02/2025,04/02/2025,288,REP 13,REP 13,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1285,OPP - 1285 - Upsell,Upsell,Closed Won,Core,AMER,04/01/2025,04/01/2025,04/01/2025,04/01/2025,288,REP 14,REP 14,3/30/2025,0,Run-Rate,AMER,Harry Potter,Direct
1326,OPP - 1326 - Upsell,Upsell,Closed Won,Core,AMER,04/04/2025,04/04/2025,04/04/2025,04/04/2025,288,REP 14,REP 14,3/30/2025,0,Run-Rate,AMER,Harry Potter,Direct
1336,OPP - 1336 - Upsell,Upsell,Closed Won,Core,AMER,04/08/2025,04/08/2025,04/08/2025,04/08/2025,288,REP 15,REP 15,04/06/2025,0,Run-Rate,AMER,Cho Chang,Direct
1339,OPP - 1339 - Upsell,Upsell,Closed Won,Core,AMER,04/03/2025,04/03/2025,04/03/2025,04/03/2025,288,REP 15,REP 15,3/30/2025,0,Run-Rate,AMER,Cho Chang,Direct
1340,OPP - 1340 - Upsell,Upsell,Closed Won,Core,AMER,04/10/2025,04/10/2025,04/10/2025,04/10/2025,288,REP 15,REP 15,04/06/2025,0,Run-Rate,AMER,Cho Chang,Direct
1341,OPP - 1341 - Upsell,Upsell,Closed Won,Core,AMER,04/10/2025,04/10/2025,04/10/2025,04/10/2025,288,REP 15,REP 15,04/06/2025,0,Run-Rate,AMER,Cho Chang,Direct
1342,OPP - 1342 - Upsell,Upsell,Closed Won,Core,AMER,04/11/2025,04/11/2025,04/11/2025,04/11/2025,288,REP 15,REP 15,04/06/2025,0,Run-Rate,AMER,Cho Chang,Direct
1343,OPP - 1343 - Upsell,Upsell,Closed Won,Core,AMER,04/11/2025,04/11/2025,04/11/2025,04/11/2025,288,REP 15,REP 15,04/06/2025,0,Run-Rate,AMER,Cho Chang,Direct
1287,OPP - 1287 - Upsell,Upsell,Closed Won,Core,AMER,04/01/2025,04/01/2025,04/01/2025,04/01/2025,288,REP 18,REP 18,3/30/2025,0,Run-Rate,AMER,Harry Potter,Direct
1368,OPP - 1368 - Upsell,Upsell,Closed Won,Core,AMER,04/02/2025,04/02/2025,04/02/2025,04/02/2025,288,REP 18,REP 18,3/30/2025,0,Run-Rate,AMER,Harry Potter,Direct
1304,OPP - 1304 - Upsell,Upsell,Closed Won,Core,AMER,04/11/2025,04/11/2025,04/11/2025,04/11/2025,288,REP 19,REP 19,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1323,OPP - 1323 - Upsell,Upsell,Closed Won,Core,AMER,04/07/2025,04/07/2025,04/07/2025,04/07/2025,288,REP 19,REP 19,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1329,OPP - 1329 - Upsell,Upsell,Closed Won,Core,AMER,04/02/2025,04/02/2025,04/02/2025,04/02/2025,288,REP 19,REP 19,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1330,OPP - 1330 - Upsell,Upsell,Closed Won,Core,AMER,04/03/2025,04/03/2025,04/03/2025,04/03/2025,288,REP 19,REP 19,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1332,OPP - 1332 - Upsell,Upsell,Closed Won,Core,AMER,04/08/2025,04/08/2025,04/08/2025,04/08/2025,288,REP 19,REP 19,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1333,OPP - 1333 - Upsell,Upsell,Closed Won,Core,AMER,04/04/2025,04/04/2025,04/04/2025,04/04/2025,288,REP 19,REP 19,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1334,OPP - 1334 - Upsell,Upsell,Closed Won,Core,AMER,04/08/2025,04/08/2025,04/08/2025,04/08/2025,288,REP 19,REP 19,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1335,OPP - 1335 - Upsell,Upsell,Closed Won,Core,AMER,04/08/2025,04/08/2025,04/08/2025,04/08/2025,288,REP 19,REP 19,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1390,OPP - 1390 - Upsell,Upsell,Closed Won,Core,AMER,04/03/2025,04/03/2025,04/03/2025,04/03/2025,288,REP 19,REP 19,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1278,OPP - 1278 - Upsell,Upsell,Closed Won,Core,AMER,04/07/2025,04/07/2025,04/07/2025,04/07/2025,288,REP 2,REP 2,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1294,OPP - 1294 - Upsell,Upsell,Closed Won,Core,AMER,04/01/2025,04/01/2025,04/01/2025,04/01/2025,288,REP 2,REP 2,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1295,OPP - 1295 - Upsell,Upsell,Closed Won,Core,AMER,04/01/2025,04/01/2025,04/01/2025,04/01/2025,288,REP 2,REP 2,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1296,OPP - 1296 - Upsell,Upsell,Closed Won,Core,AMER,04/09/2025,04/09/2025,04/09/2025,04/09/2025,288,REP 2,REP 2,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1301,OPP - 1301 - Upsell,Upsell,Closed Won,Core,AMER,04/02/2025,04/02/2025,04/02/2025,04/02/2025,288,REP 2,REP 2,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1310,OPP - 1310 - Upsell,Upsell,Closed Won,Core,AMER,04/08/2025,04/08/2025,04/07/2025,04/07/2025,288,REP 2,REP 2,04/06/2025,1,Run-Rate,AMER,Hermione Granger,Direct
1311,OPP - 1311 - Upsell,Upsell,Closed Won,Core,AMER,04/08/2025,04/08/2025,04/07/2025,04/07/2025,288,REP 2,REP 2,04/06/2025,1,Run-Rate,AMER,Hermione Granger,Direct
1320,OPP - 1320 - Upsell,Upsell,Closed Won,Core,AMER,04/12/2025,04/12/2025,04/11/2025,04/11/2025,288,REP 2,REP 2,04/06/2025,1,Run-Rate,AMER,Hermione Granger,Direct
1346,OPP - 1346 - Upsell,Upsell,Closed Won,Core,AMER,04/03/2025,04/03/2025,04/03/2025,04/03/2025,288,REP 2,REP 2,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1347,OPP - 1347 - Upsell,Upsell,Closed Won,Core,AMER,04/08/2025,04/08/2025,04/08/2025,04/08/2025,288,REP 2,REP 2,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1348,OPP - 1348 - Upsell,Upsell,Closed Won,Core,AMER,04/01/2025,04/01/2025,04/01/2025,04/01/2025,288,REP 2,REP 2,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1349,OPP - 1349 - Upsell,Upsell,Closed Won,Core,AMER,04/02/2025,04/02/2025,04/02/2025,04/02/2025,288,REP 2,REP 2,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1351,OPP - 1351 - Upsell,Upsell,Closed Won,Core,AMER,04/11/2025,04/11/2025,04/11/2025,04/11/2025,288,REP 2,REP 2,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1358,OPP - 1358 - Upsell,Upsell,Closed Won,Core,AMER,04/01/2025,04/01/2025,04/01/2025,04/01/2025,288,REP 2,REP 2,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1363,OPP - 1363 - Upsell,Upsell,Closed Won,Core,AMER,04/03/2025,04/03/2025,04/03/2025,04/03/2025,288,REP 2,REP 2,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1377,OPP - 1377 - Upsell,Upsell,Closed Won,Core,AMER,04/01/2025,04/01/2025,04/01/2025,04/01/2025,288,REP 2,REP 2,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1378,OPP - 1378 - Upsell,Upsell,Closed Won,Core,AMER,04/02/2025,04/02/2025,04/02/2025,04/02/2025,288,REP 2,REP 2,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1379,OPP - 1379 - Upsell,Upsell,Closed Won,Core,AMER,04/10/2025,04/10/2025,04/10/2025,04/10/2025,288,REP 2,REP 2,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1405,OPP - 1405 - Upsell,Upsell,Closed Won,Core,AMER,04/01/2025,04/01/2025,04/01/2025,04/01/2025,288,REP 2,REP 2,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1421,OPP - 1421 - Upsell,Upsell,Closed Won,Core,AMER,04/02/2025,04/02/2025,04/02/2025,04/02/2025,288,REP 2,REP 2,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1436,OPP - 1436 - Upsell,Upsell,Closed Won,Core,AMER,04/03/2025,04/03/2025,04/03/2025,04/03/2025,288,REP 2,REP 2,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1357,OPP - 1357 - Upsell,Upsell,Closed Won,Core,AMER,04/04/2025,04/04/2025,04/04/2025,04/04/2025,288,REP 20,REP 20,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1369,OPP - 1369 - Upsell,Upsell,Closed Won,Core,AMER,04/02/2025,04/02/2025,04/01/2025,04/01/2025,288,REP 20,REP 20,3/30/2025,1,Run-Rate,AMER,Hermione Granger,Direct
1288,OPP - 1288 - Upsell,Upsell,Closed Won,Core,AMER,04/11/2025,04/11/2025,04/11/2025,04/11/2025,288,REP 22,REP 22,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1290,OPP - 1290 - Upsell,Upsell,Closed Won,Core,AMER,04/02/2025,04/02/2025,04/02/2025,04/02/2025,288,REP 22,REP 22,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1291,OPP - 1291 - Upsell,Upsell,Closed Won,Core,AMER,04/03/2025,04/03/2025,04/02/2025,04/02/2025,288,REP 22,REP 22,3/30/2025,1,Run-Rate,AMER,Hermione Granger,Direct
1322,OPP - 1322 - Upsell,Upsell,Closed Won,Core,AMER,04/10/2025,04/10/2025,04/10/2025,04/10/2025,288,REP 22,REP 22,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1331,OPP - 1331 - Upsell,Upsell,Closed Won,Core,AMER,04/08/2025,04/08/2025,04/08/2025,04/08/2025,288,REP 22,REP 22,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1367,OPP - 1367 - Upsell,Upsell,Closed Won,Core,AMER,04/11/2025,04/11/2025,04/11/2025,04/11/2025,288,REP 22,REP 22,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1381,OPP - 1381 - Upsell,Upsell,Closed Won,Core,AMER,04/09/2025,04/09/2025,04/09/2025,04/09/2025,288,REP 22,REP 22,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1382,OPP - 1382 - Upsell,Upsell,Closed Won,Core,AMER,04/09/2025,04/09/2025,04/09/2025,04/09/2025,288,REP 22,REP 22,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1383,OPP - 1383 - Upsell,Upsell,Closed Won,Core,AMER,04/09/2025,04/09/2025,04/09/2025,04/09/2025,288,REP 22,REP 22,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1386,OPP - 1386 - Upsell,Upsell,Closed Won,Core,AMER,04/08/2025,04/08/2025,04/08/2025,04/08/2025,288,REP 22,REP 22,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1396,OPP - 1396 - Upsell,Upsell,Closed Won,Core,AMER,04/08/2025,04/08/2025,04/08/2025,04/08/2025,288,REP 22,REP 22,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1397,OPP - 1397 - Upsell,Upsell,Closed Won,Core,AMER,04/08/2025,04/08/2025,04/08/2025,04/08/2025,288,REP 22,REP 22,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1426,OPP - 1426 - Upsell,Upsell,Closed Won,Core,AMER,04/07/2025,04/07/2025,04/07/2025,04/07/2025,288,REP 22,REP 22,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1427,OPP - 1427 - Upsell,Upsell,Closed Won,Core,AMER,04/10/2025,04/10/2025,04/10/2025,04/10/2025,288,REP 22,REP 22,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1428,OPP - 1428 - Upsell,Upsell,Closed Won,Core,AMER,04/02/2025,04/02/2025,04/02/2025,04/02/2025,288,REP 22,REP 22,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1434,OPP - 1434 - Upsell,Upsell,Closed Won,Core,AMER,04/03/2025,04/03/2025,04/03/2025,04/03/2025,288,REP 22,REP 22,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1435,OPP - 1435 - Upsell,Upsell,Closed Won,Core,AMER,04/02/2025,04/02/2025,04/02/2025,04/02/2025,288,REP 22,REP 22,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1438,OPP - 1438 - Upsell,Upsell,Closed Won,Core,AMER,04/03/2025,04/03/2025,04/03/2025,04/03/2025,288,REP 22,REP 22,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1289,OPP - 1289 - Upsell,Upsell,Closed Won,Core,AMER,04/09/2025,04/09/2025,04/09/2025,04/09/2025,288,REP 26,REP 26,04/06/2025,0,Run-Rate,AMER,Harry Potter,Direct
1327,OPP - 1327 - Upsell,Upsell,Closed Won,Core,AMER,04/08/2025,04/08/2025,04/08/2025,04/08/2025,288,REP 26,REP 26,04/06/2025,0,Run-Rate,AMER,Harry Potter,Direct
1328,OPP - 1328 - Upsell,Upsell,Closed Won,Core,AMER,04/10/2025,04/10/2025,04/10/2025,04/10/2025,288,REP 26,REP 26,04/06/2025,0,Run-Rate,AMER,Harry Potter,Direct
1366,OPP - 1366 - Upsell,Upsell,Closed Won,Core,AMER,04/09/2025,04/09/2025,04/09/2025,04/09/2025,288,REP 26,REP 26,04/06/2025,0,Run-Rate,AMER,Harry Potter,Direct
1420,OPP - 1420 - Upsell,Upsell,Closed Won,Core,AMER,04/09/2025,04/09/2025,04/09/2025,04/09/2025,288,REP 26,REP 26,04/06/2025,0,Run-Rate,AMER,Harry Potter,Direct
1437,OPP - 1437 - Upsell,Upsell,Closed Won,Core,AMER,04/07/2025,04/07/2025,04/07/2025,04/07/2025,288,REP 26,REP 26,04/06/2025,0,Run-Rate,AMER,Harry Potter,Direct
1352,OPP - 1352 - Upsell,Upsell,Closed Won,Core,AMER,04/02/2025,04/02/2025,04/02/2025,04/02/2025,288,REP 27,REP 27,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1315,OPP - 1315 - Upsell,Upsell,Closed Won,Core,AMER,04/02/2025,04/02/2025,04/02/2025,04/02/2025,288,REP 29,REP 29,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1391,OPP - 1391 - Upsell,Upsell,Closed Won,Core,AMER,04/07/2025,04/07/2025,04/07/2025,04/07/2025,288,REP 29,REP 29,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1392,OPP - 1392 - Upsell,Upsell,Closed Won,Core,AMER,04/08/2025,04/08/2025,04/08/2025,04/08/2025,288,REP 29,REP 29,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1393,OPP - 1393 - Upsell,Upsell,Closed Won,Core,AMER,04/09/2025,04/09/2025,04/09/2025,04/09/2025,288,REP 29,REP 29,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1279,OPP - 1279 - Upsell,Upsell,Closed Won,Core,AMER,04/09/2025,04/09/2025,04/09/2025,04/09/2025,288,REP 3,REP 3,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1316,OPP - 1316 - Upsell,Upsell,Closed Won,Core,AMER,04/09/2025,04/09/2025,04/09/2025,04/09/2025,288,REP 3,REP 3,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1318,OPP - 1318 - Upsell,Upsell,Closed Won,Core,AMER,04/10/2025,04/10/2025,04/10/2025,04/10/2025,288,REP 3,REP 3,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1319,OPP - 1319 - Upsell,Upsell,Closed Won,Core,AMER,04/11/2025,04/11/2025,04/11/2025,04/11/2025,288,REP 3,REP 3,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1324,OPP - 1324 - Upsell,Upsell,Closed Won,Core,AMER,04/04/2025,04/04/2025,04/04/2025,04/04/2025,288,REP 3,REP 3,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1338,OPP - 1338 - Upsell,Upsell,Closed Won,Core,AMER,04/01/2025,04/01/2025,04/01/2025,04/01/2025,288,REP 3,REP 3,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1394,OPP - 1394 - Upsell,Upsell,Closed Won,Core,AMER,04/07/2025,04/07/2025,04/07/2025,04/07/2025,288,REP 3,REP 3,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1395,OPP - 1395 - Upsell,Upsell,Closed Won,Core,AMER,04/07/2025,04/07/2025,04/07/2025,04/07/2025,288,REP 3,REP 3,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1300,OPP - 1300 - Upsell,Upsell,Closed Won,Core,AMER,04/04/2025,04/04/2025,04/04/2025,04/04/2025,288,REP 30,REP 30,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1413,OPP - 1413 - Upsell,Upsell,Closed Won,Core,AMER,04/09/2025,04/09/2025,04/09/2025,04/09/2025,288,REP 30,REP 30,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1313,OPP - 1313 - Upsell,Upsell,Closed Won,Core,AMER,04/04/2025,04/04/2025,04/04/2025,04/04/2025,288,REP 31,REP 31,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1362,OPP - 1362 - Upsell,Upsell,Closed Won,Core,AMER,04/08/2025,04/08/2025,04/08/2025,04/08/2025,288,REP 31,REP 31,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1399,OPP - 1399 - Upsell,Upsell,Closed Won,Core,AMER,04/03/2025,04/03/2025,04/03/2025,04/03/2025,288,REP 31,REP 31,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1400,OPP - 1400 - Upsell,Upsell,Closed Won,Core,AMER,04/03/2025,04/03/2025,04/03/2025,04/03/2025,288,REP 31,REP 31,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1401,OPP - 1401 - Upsell,Upsell,Closed Won,Core,AMER,04/04/2025,04/04/2025,04/04/2025,04/04/2025,288,REP 31,REP 31,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1402,OPP - 1402 - Upsell,Upsell,Closed Won,Core,AMER,04/07/2025,04/07/2025,04/07/2025,04/07/2025,288,REP 31,REP 31,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1403,OPP - 1403 - Upsell,Upsell,Closed Won,Core,AMER,04/08/2025,04/08/2025,04/07/2025,04/07/2025,288,REP 31,REP 31,04/06/2025,1,Run-Rate,AMER,Hermione Granger,Direct
1404,OPP - 1404 - Upsell,Upsell,Closed Won,Core,AMER,04/09/2025,04/09/2025,04/09/2025,04/09/2025,288,REP 31,REP 31,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1422,OPP - 1422 - Upsell,Upsell,Closed Won,Core,AMER,04/07/2025,04/07/2025,04/07/2025,04/07/2025,288,REP 31,REP 31,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1423,OPP - 1423 - Upsell,Upsell,Closed Won,Core,AMER,04/11/2025,04/11/2025,04/11/2025,04/11/2025,288,REP 31,REP 31,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1302,OPP - 1302 - Upsell,Upsell,Closed Won,Core,AMER,04/01/2025,04/01/2025,04/01/2025,04/01/2025,288,REP 32,REP 32,3/30/2025,0,Run-Rate,AMER,Harry Potter,Direct
1398,OPP - 1398 - Upsell,Upsell,Closed Won,Core,AMER,04/09/2025,04/09/2025,04/09/2025,04/09/2025,288,REP 32,REP 32,04/06/2025,0,Run-Rate,AMER,Harry Potter,Direct
1430,OPP - 1430 - Upsell,Upsell,Closed Won,Core,AMER,04/01/2025,04/01/2025,04/01/2025,04/01/2025,288,REP 33,REP 33,3/30/2025,0,Run-Rate,AMER,Harry Potter,Direct
1431,OPP - 1431 - Upsell,Upsell,Closed Won,Core,AMER,04/04/2025,04/04/2025,04/04/2025,04/04/2025,288,REP 33,REP 33,3/30/2025,0,Run-Rate,AMER,Harry Potter,Direct
1432,OPP - 1432 - Upsell,Upsell,Closed Won,Core,AMER,04/07/2025,04/07/2025,04/07/2025,04/07/2025,288,REP 33,REP 33,04/06/2025,0,Run-Rate,AMER,Harry Potter,Direct
1439,OPP - 1439 - Upsell,Upsell,Closed Won,Core,AMER,04/08/2025,04/08/2025,04/08/2025,04/08/2025,288,REP 33,REP 33,04/06/2025,0,Run-Rate,AMER,Harry Potter,Direct
1317,OPP - 1317 - Upsell,Upsell,Closed Won,Core,AMER,04/07/2025,04/07/2025,04/07/2025,04/07/2025,288,REP 36,REP 36,04/06/2025,0,Run-Rate,AMER,Cho Chang,Direct
1353,OPP - 1353 - Upsell,Upsell,Closed Won,Core,AMER,04/02/2025,04/02/2025,04/02/2025,04/02/2025,288,REP 36,REP 36,3/30/2025,0,Run-Rate,AMER,Cho Chang,Direct
1354,OPP - 1354 - Upsell,Upsell,Closed Won,Core,AMER,04/08/2025,04/08/2025,04/08/2025,04/08/2025,288,REP 36,REP 36,04/06/2025,0,Run-Rate,AMER,Cho Chang,Direct
1374,OPP - 1374 - Upsell,Upsell,Closed Won,Core,AMER,04/02/2025,04/02/2025,04/02/2025,04/02/2025,288,REP 36,REP 36,3/30/2025,0,Run-Rate,AMER,Cho Chang,Direct
1375,OPP - 1375 - Upsell,Upsell,Closed Won,Core,AMER,04/08/2025,04/08/2025,04/08/2025,04/08/2025,288,REP 36,REP 36,04/06/2025,0,Run-Rate,AMER,Cho Chang,Direct
1387,OPP - 1387 - Upsell,Upsell,Closed Won,Core,AMER,04/09/2025,04/09/2025,04/09/2025,04/09/2025,288,REP 36,REP 36,04/06/2025,0,Run-Rate,AMER,Cho Chang,Direct
1308,OPP - 1308 - Upsell,Upsell,Closed Won,Core,AMER,04/01/2025,04/01/2025,3/31/2025,3/31/2025,288,REP 37,REP 37,3/30/2025,1,Run-Rate,AMER,Harry Potter,Direct
1406,OPP - 1406 - Upsell,Upsell,Closed Won,Core,AMER,04/01/2025,04/01/2025,04/01/2025,04/01/2025,288,REP 37,REP 37,3/30/2025,0,Run-Rate,AMER,Harry Potter,Direct
1407,OPP - 1407 - Upsell,Upsell,Closed Won,Core,AMER,04/03/2025,04/03/2025,04/03/2025,04/03/2025,288,REP 37,REP 37,3/30/2025,0,Run-Rate,AMER,Harry Potter,Direct
1408,OPP - 1408 - Upsell,Upsell,Closed Won,Core,AMER,04/07/2025,04/07/2025,04/07/2025,04/07/2025,288,REP 37,REP 37,04/06/2025,0,Run-Rate,AMER,Harry Potter,Direct
1356,OPP - 1356 - Upsell,Upsell,Closed Won,Core,AMER,04/01/2025,04/01/2025,04/01/2025,04/01/2025,288,REP 38,REP 38,3/30/2025,0,Run-Rate,AMER,Susan Bones,Direct
1321,OPP - 1321 - Upsell,Upsell,Closed Won,Core,AMER,04/01/2025,04/01/2025,04/01/2025,04/01/2025,288,REP 42,REP 42,3/30/2025,0,Run-Rate,AMER,Filius Flitwick,Direct
1411,OPP - 1411 - Upsell,Upsell,Closed Won,Core,AMER,04/04/2025,04/04/2025,04/04/2025,04/04/2025,288,REP 43,REP 43,3/30/2025,0,Run-Rate,AMER,Cho Chang,Direct
1412,OPP - 1412 - Upsell,Upsell,Closed Won,Core,AMER,04/04/2025,04/04/2025,04/04/2025,04/04/2025,288,REP 43,REP 43,3/30/2025,0,Run-Rate,AMER,Cho Chang,Direct
1280,OPP - 1280 - Upsell,Upsell,Closed Won,Core,AMER,04/07/2025,04/07/2025,04/07/2025,04/07/2025,288,REP 6,REP 6,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1281,OPP - 1281 - Upsell,Upsell,Closed Won,Core,AMER,04/02/2025,04/02/2025,04/02/2025,04/02/2025,288,REP 6,REP 6,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1282,OPP - 1282 - Upsell,Upsell,Closed Won,Core,AMER,04/02/2025,04/02/2025,04/02/2025,04/02/2025,288,REP 6,REP 6,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1292,OPP - 1292 - Upsell,Upsell,Closed Won,Core,AMER,04/04/2025,04/04/2025,04/04/2025,04/04/2025,288,REP 6,REP 6,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1293,OPP - 1293 - Upsell,Upsell,Closed Won,Core,AMER,04/10/2025,04/10/2025,04/10/2025,04/10/2025,288,REP 6,REP 6,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1297,OPP - 1297 - Upsell,Upsell,Closed Won,Core,AMER,04/03/2025,04/03/2025,04/03/2025,04/03/2025,288,REP 6,REP 6,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1298,OPP - 1298 - Upsell,Upsell,Closed Won,Core,AMER,04/03/2025,04/03/2025,04/03/2025,04/03/2025,288,REP 6,REP 6,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1299,OPP - 1299 - Upsell,Upsell,Closed Won,Core,AMER,04/07/2025,04/07/2025,04/07/2025,04/07/2025,288,REP 6,REP 6,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1303,OPP - 1303 - Upsell,Upsell,Closed Won,Core,AMER,04/11/2025,04/11/2025,04/10/2025,04/10/2025,288,REP 6,REP 6,04/06/2025,1,Run-Rate,AMER,Hermione Granger,Direct
1364,OPP - 1364 - Upsell,Upsell,Closed Won,Core,AMER,04/04/2025,04/04/2025,04/04/2025,04/04/2025,288,REP 6,REP 6,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1365,OPP - 1365 - Upsell,Upsell,Closed Won,Core,AMER,04/04/2025,04/04/2025,04/04/2025,04/04/2025,288,REP 6,REP 6,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1409,OPP - 1409 - Upsell,Upsell,Closed Won,Core,AMER,04/09/2025,04/09/2025,04/09/2025,04/09/2025,288,REP 6,REP 6,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1410,OPP - 1410 - Upsell,Upsell,Closed Won,Core,AMER,04/08/2025,04/08/2025,04/08/2025,04/08/2025,288,REP 6,REP 6,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1418,OPP - 1418 - Upsell,Upsell,Closed Won,Core,AMER,04/04/2025,04/04/2025,04/04/2025,04/04/2025,288,REP 6,REP 6,3/30/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1429,OPP - 1429 - Upsell,Upsell,Closed Won,Core,AMER,04/10/2025,04/10/2025,04/10/2025,04/10/2025,288,REP 6,REP 6,04/06/2025,0,Run-Rate,AMER,Hermione Granger,Direct
1277,RENEWAL: - 1277 - Renewal,Renewal,Closed Won,Core,AMER,04/10/2025,04/10/2025,3/29/2024,3/13/2025,300,REP 16,REP 16,04/06/2025,28,Non-Run Rate,AMER,Hermione Granger,Direct
