opp_id,opp_name,opp_type,stage,product_flag,crm_region,close_date,start_date,created_date,qualified_date,net_new_acv_usd,opp_owner,account_owner,week_start,days_from_qualified,type,reporting_region,reporting_manager,deal_type,dq_flag,outcome,dq_check
1331,OPP - 1331 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-08,2025-04-08,2025-04-08,2025-04-08,288,REP 22,REP 22,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1367,OPP - 1367 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-11,2025-04-11,2025-04-11,2025-04-11,288,REP 22,REP 22,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1381,OPP - 1381 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-09,2025-04-09,2025-04-09,2025-04-09,288,REP 22,REP 22,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1382,OPP - 1382 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-09,2025-04-09,2025-04-09,2025-04-09,288,REP 22,REP 22,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1383,OPP - 1383 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-09,2025-04-09,2025-04-09,2025-04-09,288,REP 22,REP 22,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1386,OPP - 1386 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-08,2025-04-08,2025-04-08,2025-04-08,288,REP 22,REP 22,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1396,OPP - 1396 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-08,2025-04-08,2025-04-08,2025-04-08,288,REP 22,REP 22,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1397,OPP - 1397 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-08,2025-04-08,2025-04-08,2025-04-08,288,REP 22,REP 22,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1426,OPP - 1426 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-07,2025-04-07,2025-04-07,2025-04-07,288,REP 22,REP 22,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1427,OPP - 1427 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-10,2025-04-10,2025-04-10,2025-04-10,288,REP 22,REP 22,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1428,OPP - 1428 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-02,2025-04-02,2025-04-02,2025-04-02,288,REP 22,REP 22,2025-03-30,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1434,OPP - 1434 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-03,2025-04-03,2025-04-03,2025-04-03,288,REP 22,REP 22,2025-03-30,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1435,OPP - 1435 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-02,2025-04-02,2025-04-02,2025-04-02,288,REP 22,REP 22,2025-03-30,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1438,OPP - 1438 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-03,2025-04-03,2025-04-03,2025-04-03,288,REP 22,REP 22,2025-03-30,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1289,OPP - 1289 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-09,2025-04-09,2025-04-09,2025-04-09,288,REP 26,REP 26,2025-04-06,0,Run-Rate,AMER,Harry Potter,Direct,,Upsell,Pass
1327,OPP - 1327 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-08,2025-04-08,2025-04-08,2025-04-08,288,REP 26,REP 26,2025-04-06,0,Run-Rate,AMER,Harry Potter,Direct,,Upsell,Pass
1328,OPP - 1328 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-10,2025-04-10,2025-04-10,2025-04-10,288,REP 26,REP 26,2025-04-06,0,Run-Rate,AMER,Harry Potter,Direct,,Upsell,Pass
1366,OPP - 1366 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-09,2025-04-09,2025-04-09,2025-04-09,288,REP 26,REP 26,2025-04-06,0,Run-Rate,AMER,Harry Potter,Direct,,Upsell,Pass
1420,OPP - 1420 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-09,2025-04-09,2025-04-09,2025-04-09,288,REP 26,REP 26,2025-04-06,0,Run-Rate,AMER,Harry Potter,Direct,,Upsell,Pass
1437,OPP - 1437 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-07,2025-04-07,2025-04-07,2025-04-07,288,REP 26,REP 26,2025-04-06,0,Run-Rate,AMER,Harry Potter,Direct,,Upsell,Pass
1352,OPP - 1352 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-02,2025-04-02,2025-04-02,2025-04-02,288,REP 27,REP 27,2025-03-30,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1315,OPP - 1315 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-02,2025-04-02,2025-04-02,2025-04-02,288,REP 29,REP 29,2025-03-30,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1391,OPP - 1391 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-07,2025-04-07,2025-04-07,2025-04-07,288,REP 29,REP 29,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1392,OPP - 1392 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-08,2025-04-08,2025-04-08,2025-04-08,288,REP 29,REP 29,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1393,OPP - 1393 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-09,2025-04-09,2025-04-09,2025-04-09,288,REP 29,REP 29,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1279,OPP - 1279 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-09,2025-04-09,2025-04-09,2025-04-09,288,REP 3,REP 3,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1316,OPP - 1316 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-09,2025-04-09,2025-04-09,2025-04-09,288,REP 3,REP 3,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1318,OPP - 1318 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-10,2025-04-10,2025-04-10,2025-04-10,288,REP 3,REP 3,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1319,OPP - 1319 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-11,2025-04-11,2025-04-11,2025-04-11,288,REP 3,REP 3,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1324,OPP - 1324 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-04,2025-04-04,2025-04-04,2025-04-04,288,REP 3,REP 3,2025-03-30,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1338,OPP - 1338 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-01,2025-04-01,2025-04-01,2025-04-01,288,REP 3,REP 3,2025-03-30,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1394,OPP - 1394 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-07,2025-04-07,2025-04-07,2025-04-07,288,REP 3,REP 3,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1395,OPP - 1395 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-07,2025-04-07,2025-04-07,2025-04-07,288,REP 3,REP 3,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1300,OPP - 1300 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-04,2025-04-04,2025-04-04,2025-04-04,288,REP 30,REP 30,2025-03-30,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1413,OPP - 1413 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-09,2025-04-09,2025-04-09,2025-04-09,288,REP 30,REP 30,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1313,OPP - 1313 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-04,2025-04-04,2025-04-04,2025-04-04,288,REP 31,REP 31,2025-03-30,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1362,OPP - 1362 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-08,2025-04-08,2025-04-08,2025-04-08,288,REP 31,REP 31,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1399,OPP - 1399 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-03,2025-04-03,2025-04-03,2025-04-03,288,REP 31,REP 31,2025-03-30,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1400,OPP - 1400 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-03,2025-04-03,2025-04-03,2025-04-03,288,REP 31,REP 31,2025-03-30,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1401,OPP - 1401 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-04,2025-04-04,2025-04-04,2025-04-04,288,REP 31,REP 31,2025-03-30,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1402,OPP - 1402 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-07,2025-04-07,2025-04-07,2025-04-07,288,REP 31,REP 31,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1403,OPP - 1403 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-08,2025-04-08,2025-04-07,2025-04-07,288,REP 31,REP 31,2025-04-06,1,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1404,OPP - 1404 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-09,2025-04-09,2025-04-09,2025-04-09,288,REP 31,REP 31,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1422,OPP - 1422 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-07,2025-04-07,2025-04-07,2025-04-07,288,REP 31,REP 31,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1423,OPP - 1423 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-11,2025-04-11,2025-04-11,2025-04-11,288,REP 31,REP 31,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1302,OPP - 1302 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-01,2025-04-01,2025-04-01,2025-04-01,288,REP 32,REP 32,2025-03-30,0,Run-Rate,AMER,Harry Potter,Direct,,Upsell,Pass
1398,OPP - 1398 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-09,2025-04-09,2025-04-09,2025-04-09,288,REP 32,REP 32,2025-04-06,0,Run-Rate,AMER,Harry Potter,Direct,,Upsell,Pass
1430,OPP - 1430 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-01,2025-04-01,2025-04-01,2025-04-01,288,REP 33,REP 33,2025-03-30,0,Run-Rate,AMER,Harry Potter,Direct,,Upsell,Pass
1431,OPP - 1431 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-04,2025-04-04,2025-04-04,2025-04-04,288,REP 33,REP 33,2025-03-30,0,Run-Rate,AMER,Harry Potter,Direct,,Upsell,Pass
1432,OPP - 1432 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-07,2025-04-07,2025-04-07,2025-04-07,288,REP 33,REP 33,2025-04-06,0,Run-Rate,AMER,Harry Potter,Direct,,Upsell,Pass
1439,OPP - 1439 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-08,2025-04-08,2025-04-08,2025-04-08,288,REP 33,REP 33,2025-04-06,0,Run-Rate,AMER,Harry Potter,Direct,,Upsell,Pass
1317,OPP - 1317 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-07,2025-04-07,2025-04-07,2025-04-07,288,REP 36,REP 36,2025-04-06,0,Run-Rate,AMER,Cho Chang,Direct,,Upsell,Pass
1353,OPP - 1353 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-02,2025-04-02,2025-04-02,2025-04-02,288,REP 36,REP 36,2025-03-30,0,Run-Rate,AMER,Cho Chang,Direct,,Upsell,Pass
1354,OPP - 1354 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-08,2025-04-08,2025-04-08,2025-04-08,288,REP 36,REP 36,2025-04-06,0,Run-Rate,AMER,Cho Chang,Direct,,Upsell,Pass
1374,OPP - 1374 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-02,2025-04-02,2025-04-02,2025-04-02,288,REP 36,REP 36,2025-03-30,0,Run-Rate,AMER,Cho Chang,Direct,,Upsell,Pass
1375,OPP - 1375 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-08,2025-04-08,2025-04-08,2025-04-08,288,REP 36,REP 36,2025-04-06,0,Run-Rate,AMER,Cho Chang,Direct,,Upsell,Pass
1387,OPP - 1387 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-09,2025-04-09,2025-04-09,2025-04-09,288,REP 36,REP 36,2025-04-06,0,Run-Rate,AMER,Cho Chang,Direct,,Upsell,Pass
1308,OPP - 1308 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-01,2025-04-01,2025-03-31,2025-03-31,288,REP 37,REP 37,2025-03-30,1,Run-Rate,AMER,Harry Potter,Direct,,Upsell,Pass
1406,OPP - 1406 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-01,2025-04-01,2025-04-01,2025-04-01,288,REP 37,REP 37,2025-03-30,0,Run-Rate,AMER,Harry Potter,Direct,,Upsell,Pass
1407,OPP - 1407 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-03,2025-04-03,2025-04-03,2025-04-03,288,REP 37,REP 37,2025-03-30,0,Run-Rate,AMER,Harry Potter,Direct,,Upsell,Pass
1408,OPP - 1408 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-07,2025-04-07,2025-04-07,2025-04-07,288,REP 37,REP 37,2025-04-06,0,Run-Rate,AMER,Harry Potter,Direct,,Upsell,Pass
1356,OPP - 1356 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-01,2025-04-01,2025-04-01,2025-04-01,288,REP 38,REP 38,2025-03-30,0,Run-Rate,AMER,Susan Bones,Direct,,Upsell,Pass
1321,OPP - 1321 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-01,2025-04-01,2025-04-01,2025-04-01,288,REP 42,REP 42,2025-03-30,0,Run-Rate,AMER,Filius Flitwick,Direct,,Upsell,Pass
1411,OPP - 1411 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-04,2025-04-04,2025-04-04,2025-04-04,288,REP 43,REP 43,2025-03-30,0,Run-Rate,AMER,Cho Chang,Direct,,Upsell,Pass
1412,OPP - 1412 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-04,2025-04-04,2025-04-04,2025-04-04,288,REP 43,REP 43,2025-03-30,0,Run-Rate,AMER,Cho Chang,Direct,,Upsell,Pass
1280,OPP - 1280 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-07,2025-04-07,2025-04-07,2025-04-07,288,REP 6,REP 6,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1281,OPP - 1281 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-02,2025-04-02,2025-04-02,2025-04-02,288,REP 6,REP 6,2025-03-30,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1282,OPP - 1282 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-02,2025-04-02,2025-04-02,2025-04-02,288,REP 6,REP 6,2025-03-30,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1292,OPP - 1292 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-04,2025-04-04,2025-04-04,2025-04-04,288,REP 6,REP 6,2025-03-30,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1293,OPP - 1293 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-10,2025-04-10,2025-04-10,2025-04-10,288,REP 6,REP 6,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1297,OPP - 1297 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-03,2025-04-03,2025-04-03,2025-04-03,288,REP 6,REP 6,2025-03-30,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1298,OPP - 1298 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-03,2025-04-03,2025-04-03,2025-04-03,288,REP 6,REP 6,2025-03-30,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1299,OPP - 1299 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-07,2025-04-07,2025-04-07,2025-04-07,288,REP 6,REP 6,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1303,OPP - 1303 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-11,2025-04-11,2025-04-10,2025-04-10,288,REP 6,REP 6,2025-04-06,1,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1364,OPP - 1364 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-04,2025-04-04,2025-04-04,2025-04-04,288,REP 6,REP 6,2025-03-30,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1365,OPP - 1365 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-04,2025-04-04,2025-04-04,2025-04-04,288,REP 6,REP 6,2025-03-30,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1409,OPP - 1409 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-09,2025-04-09,2025-04-09,2025-04-09,288,REP 6,REP 6,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1410,OPP - 1410 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-08,2025-04-08,2025-04-08,2025-04-08,288,REP 6,REP 6,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1418,OPP - 1418 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-04,2025-04-04,2025-04-04,2025-04-04,288,REP 6,REP 6,2025-03-30,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1429,OPP - 1429 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-10,2025-04-10,2025-04-10,2025-04-10,288,REP 6,REP 6,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1277,RENEWAL: - 1277 - Renewal,Renewal,Closed Won,Core,AMER,2025-04-10,2025-04-10,2024-03-29,2025-03-13,300,REP 16,REP 16,2025-04-06,28,Non-Run Rate,AMER,Hermione Granger,Direct,,Renewal,Pass
1274,OPP - 1274 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-03,2025-04-03,2025-04-03,2025-04-03,308,REP 24,REP 24,2025-03-30,0,Run-Rate,AMER,Susan Bones,Direct,,Upsell,Pass
1275,OPP - 1275 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-04,2025-04-04,2025-04-04,2025-04-04,308,REP 33,REP 33,2025-03-30,0,Run-Rate,AMER,Harry Potter,Direct,,Upsell,Pass
1273,OPP - 1273 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-11,2025-04-11,2025-04-11,2025-04-11,312,REP 54,REP 54,2025-04-06,0,Run-Rate,AMER,Cho Chang,Direct,,Upsell,Pass
1272,OPP - 1272 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-07,2025-04-07,2025-04-07,2025-04-07,333,REP 15,REP 15,2025-04-06,0,Run-Rate,AMER,Cho Chang,Direct,,Upsell,Pass
1267,RENEWAL: - 1267 - Renewal,Renewal,Closed Won,Core,AMER,2025-04-10,2025-04-10,2024-04-15,2024-12-18,355,REP 36,REP 36,2025-04-06,113,Non-Run Rate,AMER,Cho Chang,Direct,,Renewal,Pass
1264,OPP - 1264 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-06,2025-04-06,2025-04-06,2025-04-06,360,REP 23,REP 23,2025-03-30,0,Run-Rate,AMER,Cho Chang,Direct,,Upsell,Pass
1266,OPP - 1266 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-08,2025-04-08,2025-04-08,2025-04-08,360,REP 27,REP 27,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1265,OPP - 1265 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-02,2025-04-02,2025-04-02,2025-04-02,360,REP 30,REP 30,2025-03-30,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1259,OPP - 1259 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-08,2025-04-08,2024-07-11,2024-07-11,430,REP 15,REP 15,2025-04-06,271,Non-Run Rate,AMER,Cho Chang,Direct,,Upsell,Pass
1252,OPP - 1252 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-03,2025-04-03,2025-04-03,2025-04-03,460,REP 14,REP 14,2025-03-30,0,Run-Rate,AMER,Harry Potter,Direct,,Upsell,Pass
1249,RENEWAL: - 1249 - Renewal,Renewal,Closed Won,Sign,AMER,2025-04-09,2025-04-13,2024-03-12,2025-04-09,475,REP 49,REP 49,2025-04-06,0,Run-Rate,AMER,Draco Malfoy,Direct,,Renewal,Pass
1248,RENEWAL: - 1248 - Renewal,Renewal,Closed Won,Core,AMER,2025-04-01,2025-04-01,2024-04-01,2024-12-19,480,REP 20,REP 20,2025-03-30,103,Non-Run Rate,AMER,Hermione Granger,Direct,,Renewal,Pass
1247,OPP - 1247 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-08,2025-04-08,2025-04-08,2025-04-08,480,REP 27,REP 27,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1246,OPP - 1246 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-01,2025-04-01,2025-01-02,2025-01-02,480,REP 37,REP 37,2025-03-30,89,Non-Run Rate,AMER,Harry Potter,Direct,,Upsell,Pass
1240,OPP - 1240 - Net New,Net New,Closed Won,Core,AMER,2025-04-11,2025-04-11,2025-04-11,2025-04-11,540,REP 13,REP 13,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Net New,Pass
1241,OPP - 1241 - Net New,Net New,Closed Won,Core,AMER,2025-04-07,2025-04-07,2025-04-07,2025-04-07,540,REP 13,REP 13,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Net New,Pass
1243,OPP - 1243 - Net New,Net New,Closed Won,Core,AMER,2025-04-02,2025-04-02,2025-04-02,2025-04-02,540,REP 18,REP 18,2025-03-30,0,Run-Rate,AMER,Harry Potter,Direct,,Net New,Pass
1244,OPP - 1244 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-04,2025-04-04,2025-04-04,2025-04-04,540,REP 19,REP 19,2025-03-30,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1239,OPP - 1239 - Net New,Net New,Closed Won,Core,AMER,2025-04-06,2025-04-06,2025-04-06,2025-04-06,540,REP 20,REP 20,2025-03-30,0,Run-Rate,AMER,Hermione Granger,Direct,,Net New,Pass
1242,OPP - 1242 - Net New,Net New,Closed Won,Core,AMER,2025-04-07,2025-04-07,2025-04-07,2025-04-07,540,REP 20,REP 20,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Net New,Pass
1238,OPP - 1238 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-09,2025-04-09,2025-04-09,2025-04-09,541,REP 20,REP 20,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1419,OPP - 1419 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-07,2025-04-07,2025-04-07,2025-04-07,546,REP 3,REP 3,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1312,OPP - 1312 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-08,2025-04-08,2025-04-08,2025-04-08,555,REP 19,REP 19,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1350,OPP - 1350 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-02,2025-04-02,2025-04-02,2025-04-02,565,REP 2,REP 2,2025-03-30,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1228,OPP - 1228 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-01,2025-04-01,2025-04-01,2025-04-01,576,REP 12,REP 12,2025-03-30,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1232,OPP - 1232 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-08,2025-04-08,2025-04-08,2025-04-08,576,REP 13,REP 13,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1226,OPP - 1226 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-02,2025-04-02,2025-04-02,2025-04-02,576,REP 26,REP 26,2025-03-30,0,Run-Rate,AMER,Harry Potter,Direct,,Upsell,Pass
1230,OPP - 1230 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-08,2025-04-08,2024-10-12,2024-10-12,576,REP 29,REP 29,2025-04-06,178,Non-Run Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1233,OPP - 1233 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-07,2025-04-07,2025-04-07,2025-04-07,576,REP 33,REP 33,2025-04-06,0,Run-Rate,AMER,Harry Potter,Direct,,Upsell,Pass
1227,OPP - 1227 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-09,2025-04-09,2025-04-09,2025-04-09,576,REP 36,REP 36,2025-04-06,0,Run-Rate,AMER,Cho Chang,Direct,,Upsell,Pass
1229,OPP - 1229 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-08,2025-04-08,2025-04-08,2025-04-08,576,REP 46,REP 46,2025-04-06,0,Run-Rate,AMER,Cho Chang,Direct,,Upsell,Pass
1231,OPP - 1231 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-07,2025-04-07,2025-04-07,2025-04-07,576,REP 9,REP 9,2025-04-06,0,Run-Rate,AMER,Harry Potter,Direct,,Upsell,Pass
1223,OPP - 1223 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-07,2025-04-07,2025-04-07,2025-04-07,590,REP 27,REP 27,2025-04-06,0,Run-Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
1222,OPP - 1222 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-03,2025-04-03,2025-04-03,2025-04-03,596,REP 37,REP 37,2025-03-30,0,Run-Rate,AMER,Harry Potter,Direct,,Upsell,Pass
1221,RENEWAL: - 1221 - Renewal,Renewal,Closed Won,Core,AMER,2025-04-02,2025-04-02,2024-04-17,2025-03-28,617,REP 15,REP 15,2025-03-30,5,Run-Rate,AMER,Cho Chang,Direct,,Renewal,Pass
1217,RENEWAL: - 1217 - Renewal,Renewal,Closed Won,Sign,AMER,2025-03-17,2025-04-14,2024-04-15,2025-02-11,665,REP 49,REP 49,2025-03-16,34,Non-Run Rate,AMER,Draco Malfoy,Direct,,Renewal,Pass
1213,OPP - 1213 - Upsell,Upsell,Closed Won,Core,AMER,2025-04-03,2025-04-03,2025-01-04,2025-01-04,693,REP 27,REP 27,2025-03-30,89,Non-Run Rate,AMER,Hermione Granger,Direct,,Upsell,Pass
